sarpol_001.jpg,5
sarpol_002.jpg,0
sarpol_003.jpg,2
sarpol_004.jpg,0
sarpol_005.jpg,0
sarpol_006.jpg,0
sarpol_007.jpg,0
sarpol_008.jpg,0
sarpol_009.jpg,0
sarpol_010.jpg,0
sarpol_011.jpg,0
sarpol_012.jpg,0
sarpol_013.jpg,0
sarpol_014.jpg,0
sarpol_015.jpg,2
sarpol_016.jpg,0
sarpol_017.jpg,0
sarpol_018.jpg,0
sarpol_019.jpg,0
sarpol_020.jpg,0
sarpol_021.jpg,0
sarpol_022.jpg,0
sarpol_023.jpg,59
sarpol_024.jpg,6
sarpol_025.jpg,0
sarpol_026.jpg,0
sarpol_027.jpg,0
sarpol_028.jpg,0
sarpol_029.jpg,0
sarpol_030.jpg,0
sarpol_031.jpg,0
sarpol_032.jpg,19
sarpol_033.jpg,0
sarpol_034.jpg,0
sarpol_035.jpg,30
sarpol_036.jpg,0
sarpol_037.jpg,0
sarpol_038.jpg,0
sarpol_039.jpg,0
sarpol_040.jpg,0
sarpol_041.jpg,0
sarpol_042.jpg,12
sarpol_043.jpg,0
sarpol_044.jpg,0
sarpol_045.jpg,0
sarpol_046.jpg,0
sarpol_047.jpg,0
sarpol_048.jpg,0
sarpol_049.jpg,0
sarpol_050.jpg,0
sarpol_051.jpg,11
sarpol_052.jpg,3
sarpol_053.jpg,0
sarpol_054.jpg,0
sarpol_055.jpg,0
sarpol_056.jpg,0
sarpol_057.jpg,1
sarpol_058.jpg,5
sarpol_059.jpg,0
sarpol_060.jpg,0
sarpol_061.jpg,0
sarpol_062.jpg,0
sarpol_063.jpg,0
sarpol_064.jpg,0
sarpol_065.jpg,0
sarpol_066.jpg,0
sarpol_067.jpg,0
sarpol_068.jpg,0
sarpol_069.jpg,0
sarpol_070.jpg,0
sarpol_071.jpg,6
sarpol_072.jpg,18
sarpol_073.jpg,0
sarpol_074.jpg,0
sarpol_075.jpg,0
sarpol_076.jpg,0
sarpol_077.jpg,0
sarpol_078.jpg,0
sarpol_079.jpg,14
sarpol_080.jpg,0
sarpol_081.jpg,0
sarpol_082.jpg,0
sarpol_083.jpg,11
sarpol_084.jpg,69
sarpol_085.jpg,0
sarpol_086.jpg,0
sarpol_087.jpg,0
sarpol_088.jpg,34
sarpol_089.jpg,0
sarpol_090.jpg,0
sarpol_091.jpg,0
sarpol_092.jpg,2
sarpol_093.jpg,6
sarpol_094.jpg,6
sarpol_095.jpg,4
sarpol_096.jpg,27
sarpol_097.jpg,57
sarpol_098.jpg,115
sarpol_099.jpg,87
sarpol_100.jpg,43
sarpol_101.jpg,0
sarpol_102.jpg,0
sarpol_103.jpg,104
sarpol_104.jpg,10
